machine_id,timestamp,risk_level,failure_prob,alert_reason
4,2024-02-15 09:00:00,CRITICAL,0.8136,ML model predicts FAILURE (prob=81.4%) | ⚠ WARNING: Temperature=95.03°C
2,2024-02-29 07:00:00,CRITICAL,0.8132,ML model predicts FAILURE (prob=81.3%) | ⚠ CRITICAL: Temperature=112.95°C | ⚠ CRITICAL: Vibration=2.1327 mm/s
1,2024-02-18 16:00:00,CRITICAL,0.8131,ML model predicts FAILURE (prob=81.3%)
2,2024-02-29 12:00:00,CRITICAL,0.8126,ML model predicts FAILURE (prob=81.3%) | ⚠ CRITICAL: Temperature=112.11°C | ⚠ CRITICAL: Vibration=2.1929 mm/s
1,2024-02-16 22:00:00,CRITICAL,0.8124,ML model predicts FAILURE (prob=81.2%)
1,2024-02-16 04:00:00,CRITICAL,0.812,ML model predicts FAILURE (prob=81.2%)
1,2024-02-27 18:00:00,CRITICAL,0.8119,ML model predicts FAILURE (prob=81.2%) | ⚠ WARNING: Temperature=103.99°C | ⚠ CRITICAL: Vibration=2.2598 mm/s
3,2024-02-28 02:00:00,CRITICAL,0.8116,ML model predicts FAILURE (prob=81.2%) | ⚠ CRITICAL: Temperature=119.8°C | ⚠ CRITICAL: Vibration=2.1324 mm/s
1,2024-02-28 04:00:00,CRITICAL,0.8115,ML model predicts FAILURE (prob=81.2%) | ⚠ WARNING: Temperature=104.03°C | ⚠ CRITICAL: Vibration=2.2093 mm/s
4,2024-02-15 07:00:00,CRITICAL,0.8112,ML model predicts FAILURE (prob=81.1%) | ⚠ WARNING: Temperature=95.36°C
5,2024-02-20 01:00:00,CRITICAL,0.8108,ML model predicts FAILURE (prob=81.1%) | ⚠ WARNING: Temperature=103.04°C
4,2024-02-24 13:00:00,CRITICAL,0.8104,ML model predicts FAILURE (prob=81.0%) | ⚠ WARNING: Temperature=98.78°C | ⚠ CRITICAL: Vibration=2.0984 mm/s
1,2024-02-23 01:00:00,CRITICAL,0.8104,ML model predicts FAILURE (prob=81.0%) | ⚠ WARNING: Temperature=97.94°C | ⚠ CRITICAL: Vibration=2.0303 mm/s
1,2024-02-24 09:00:00,CRITICAL,0.8102,ML model predicts FAILURE (prob=81.0%) | ⚠ WARNING: Temperature=96.82°C | ⚠ CRITICAL: Vibration=2.0309 mm/s
4,2024-02-24 21:00:00,CRITICAL,0.8094,ML model predicts FAILURE (prob=80.9%) | ⚠ WARNING: Temperature=108.02°C | ⚠ CRITICAL: Vibration=2.1387 mm/s
3,2024-02-24 11:00:00,CRITICAL,0.8089,ML model predicts FAILURE (prob=80.9%) | ⚠ CRITICAL: Temperature=111.18°C
5,2024-02-24 04:00:00,CRITICAL,0.8087,ML model predicts FAILURE (prob=80.9%) | ⚠ WARNING: Temperature=106.63°C
1,2024-02-24 08:00:00,CRITICAL,0.8086,ML model predicts FAILURE (prob=80.9%) | ⚠ WARNING: Temperature=103.43°C | ⚠ CRITICAL: Vibration=2.0206 mm/s
3,2024-02-29 10:00:00,CRITICAL,0.8083,ML model predicts FAILURE (prob=80.8%) | ⚠ CRITICAL: Temperature=118.19°C | ⚠ CRITICAL: Vibration=2.2081 mm/s
2,2024-02-29 05:00:00,CRITICAL,0.808,ML model predicts FAILURE (prob=80.8%) | ⚠ CRITICAL: Temperature=114.44°C | ⚠ CRITICAL: Vibration=2.142 mm/s
1,2024-02-28 17:00:00,CRITICAL,0.8073,ML model predicts FAILURE (prob=80.7%) | ⚠ WARNING: Temperature=104.81°C | ⚠ CRITICAL: Vibration=2.3511 mm/s
4,2024-02-24 10:00:00,CRITICAL,0.8072,ML model predicts FAILURE (prob=80.7%) | ⚠ WARNING: Temperature=109.71°C | ⚠ CRITICAL: Vibration=2.1663 mm/s
1,2024-02-17 18:00:00,CRITICAL,0.8067,ML model predicts FAILURE (prob=80.7%)
4,2024-02-28 18:00:00,CRITICAL,0.8061,ML model predicts FAILURE (prob=80.6%) | ⚠ CRITICAL: Temperature=110.31°C | ⚠ CRITICAL: Vibration=2.352 mm/s
5,2024-02-24 17:00:00,CRITICAL,0.8059,ML model predicts FAILURE (prob=80.6%) | ⚠ WARNING: Temperature=108.83°C
4,2024-02-16 07:00:00,CRITICAL,0.8059,ML model predicts FAILURE (prob=80.6%) | ⚠ WARNING: Temperature=99.98°C
5,2024-02-25 15:00:00,CRITICAL,0.8056,ML model predicts FAILURE (prob=80.6%) | ⚠ WARNING: Temperature=107.13°C
1,2024-02-17 10:00:00,CRITICAL,0.8055,ML model predicts FAILURE (prob=80.5%)
2,2024-02-25 11:00:00,CRITICAL,0.8053,ML model predicts FAILURE (prob=80.5%) | ⚠ WARNING: Temperature=109.88°C
4,2024-02-18 23:00:00,CRITICAL,0.8052,ML model predicts FAILURE (prob=80.5%) | ⚠ WARNING: Temperature=101.44°C
4,2024-02-26 19:00:00,CRITICAL,0.8051,ML model predicts FAILURE (prob=80.5%) | ⚠ WARNING: Temperature=108.87°C | ⚠ CRITICAL: Vibration=2.2327 mm/s
3,2024-02-18 08:00:00,CRITICAL,0.805,ML model predicts FAILURE (prob=80.5%) | ⚠ WARNING: Temperature=103.29°C
5,2024-02-26 18:00:00,CRITICAL,0.8044,ML model predicts FAILURE (prob=80.4%) | ⚠ CRITICAL: Temperature=112.73°C | ⚠ CRITICAL: Vibration=2.0051 mm/s
4,2024-02-18 06:00:00,CRITICAL,0.8039,ML model predicts FAILURE (prob=80.4%) | ⚠ WARNING: Temperature=99.9°C
3,2024-02-29 07:00:00,CRITICAL,0.8037,ML model predicts FAILURE (prob=80.4%) | ⚠ CRITICAL: Temperature=115.12°C | ⚠ CRITICAL: Vibration=2.2264 mm/s
4,2024-02-20 17:00:00,CRITICAL,0.8032,ML model predicts FAILURE (prob=80.3%) | ⚠ WARNING: Temperature=102.52°C
2,2024-02-25 06:00:00,CRITICAL,0.803,ML model predicts FAILURE (prob=80.3%) | ⚠ WARNING: Temperature=109.54°C
4,2024-02-25 12:00:00,CRITICAL,0.8023,ML model predicts FAILURE (prob=80.2%) | ⚠ CRITICAL: Temperature=110.76°C | ⚠ CRITICAL: Vibration=2.0543 mm/s
5,2024-02-19 07:00:00,CRITICAL,0.8021,ML model predicts FAILURE (prob=80.2%) | ⚠ WARNING: Temperature=101.52°C
2,2024-02-27 16:00:00,CRITICAL,0.802,ML model predicts FAILURE (prob=80.2%) | ⚠ CRITICAL: Temperature=112.5°C | ⚠ CRITICAL: Vibration=2.0276 mm/s
2,2024-02-23 15:00:00,CRITICAL,0.8018,ML model predicts FAILURE (prob=80.2%) | ⚠ WARNING: Temperature=109.4°C
4,2024-02-22 23:00:00,CRITICAL,0.8017,ML model predicts FAILURE (prob=80.2%) | ⚠ WARNING: Temperature=107.27°C
4,2024-02-21 20:00:00,CRITICAL,0.8013,ML model predicts FAILURE (prob=80.1%) | ⚠ WARNING: Temperature=104.3°C
4,2024-02-20 20:00:00,CRITICAL,0.8012,ML model predicts FAILURE (prob=80.1%) | ⚠ WARNING: Temperature=102.87°C
5,2024-02-25 05:00:00,CRITICAL,0.8008,ML model predicts FAILURE (prob=80.1%) | ⚠ WARNING: Temperature=107.6°C
5,2024-02-27 06:00:00,CRITICAL,0.7995,ML model predicts FAILURE (prob=80.0%) | ⚠ CRITICAL: Temperature=111.78°C | ⚠ CRITICAL: Vibration=2.0866 mm/s
2,2024-02-19 13:00:00,CRITICAL,0.7994,ML model predicts FAILURE (prob=79.9%) | ⚠ WARNING: Temperature=102.52°C
3,2024-02-25 04:00:00,CRITICAL,0.7992,ML model predicts FAILURE (prob=79.9%) | ⚠ CRITICAL: Temperature=110.93°C | ⚠ CRITICAL: Vibration=2.0429 mm/s
5,2024-02-29 07:00:00,CRITICAL,0.7989,ML model predicts FAILURE (prob=79.9%) | ⚠ CRITICAL: Temperature=117.13°C | ⚠ CRITICAL: Vibration=2.2431 mm/s
3,2024-02-24 16:00:00,CRITICAL,0.7987,ML model predicts FAILURE (prob=79.9%) | ⚠ CRITICAL: Temperature=110.13°C | ⚠ CRITICAL: Vibration=2.0446 mm/s
4,2024-02-27 05:00:00,CRITICAL,0.7987,ML model predicts FAILURE (prob=79.9%) | ⚠ CRITICAL: Temperature=113.01°C | ⚠ CRITICAL: Vibration=2.1092 mm/s
4,2024-02-21 19:00:00,CRITICAL,0.7981,ML model predicts FAILURE (prob=79.8%) | ⚠ WARNING: Temperature=103.7°C
3,2024-02-26 05:00:00,CRITICAL,0.7978,ML model predicts FAILURE (prob=79.8%) | ⚠ CRITICAL: Temperature=113.65°C | ⚠ CRITICAL: Vibration=2.0591 mm/s
2,2024-02-15 11:00:00,CRITICAL,0.7974,ML model predicts FAILURE (prob=79.7%) | ⚠ WARNING: Temperature=98.64°C
4,2024-02-26 22:00:00,CRITICAL,0.7973,ML model predicts FAILURE (prob=79.7%) | ⚠ WARNING: Temperature=106.59°C | ⚠ CRITICAL: Vibration=2.1715 mm/s
1,2024-02-23 04:00:00,CRITICAL,0.7972,ML model predicts FAILURE (prob=79.7%) | ⚠ WARNING: Temperature=96.78°C
4,2024-02-28 03:00:00,CRITICAL,0.7972,ML model predicts FAILURE (prob=79.7%) | ⚠ CRITICAL: Temperature=111.53°C | ⚠ CRITICAL: Vibration=2.2276 mm/s
5,2024-02-29 12:00:00,CRITICAL,0.7971,ML model predicts FAILURE (prob=79.7%) | ⚠ CRITICAL: Temperature=113.6°C | ⚠ CRITICAL: Vibration=2.208 mm/s
5,2024-02-15 11:00:00,CRITICAL,0.797,ML model predicts FAILURE (prob=79.7%) | ⚠ WARNING: Temperature=96.27°C
2,2024-02-27 04:00:00,CRITICAL,0.7967,ML model predicts FAILURE (prob=79.7%) | ⚠ CRITICAL: Temperature=110.05°C
2,2024-02-25 04:00:00,CRITICAL,0.7964,ML model predicts FAILURE (prob=79.6%) | ⚠ CRITICAL: Temperature=112.44°C
1,2024-02-28 16:00:00,CRITICAL,0.7961,ML model predicts FAILURE (prob=79.6%) | ⚠ WARNING: Temperature=104.33°C | ⚠ CRITICAL: Vibration=2.2461 mm/s
3,2024-02-21 14:00:00,CRITICAL,0.7947,ML model predicts FAILURE (prob=79.5%) | ⚠ WARNING: Temperature=109.52°C
3,2024-02-18 06:00:00,CRITICAL,0.7945,ML model predicts FAILURE (prob=79.5%) | ⚠ WARNING: Temperature=102.88°C
3,2024-02-25 20:00:00,CRITICAL,0.7942,ML model predicts FAILURE (prob=79.4%) | ⚠ CRITICAL: Temperature=113.55°C | ⚠ CRITICAL: Vibration=2.067 mm/s
1,2024-02-27 09:00:00,CRITICAL,0.7941,ML model predicts FAILURE (prob=79.4%) | ⚠ WARNING: Temperature=101.53°C | ⚠ CRITICAL: Vibration=2.2992 mm/s
2,2024-02-24 03:00:00,CRITICAL,0.7938,ML model predicts FAILURE (prob=79.4%) | ⚠ WARNING: Temperature=107.11°C
3,2024-02-22 22:00:00,CRITICAL,0.7929,ML model predicts FAILURE (prob=79.3%) | ⚠ WARNING: Temperature=104.89°C
2,2024-02-22 04:00:00,CRITICAL,0.7926,ML model predicts FAILURE (prob=79.3%) | ⚠ WARNING: Temperature=106.68°C
4,2024-02-15 16:00:00,CRITICAL,0.7924,ML model predicts FAILURE (prob=79.2%) | ⚠ WARNING: Temperature=98.73°C
3,2024-02-25 10:00:00,CRITICAL,0.7921,ML model predicts FAILURE (prob=79.2%) | ⚠ WARNING: Temperature=109.53°C
3,2024-02-22 08:00:00,CRITICAL,0.7918,ML model predicts FAILURE (prob=79.2%) | ⚠ WARNING: Temperature=108.62°C
4,2024-02-18 19:00:00,CRITICAL,0.7916,ML model predicts FAILURE (prob=79.2%) | ⚠ WARNING: Temperature=102.11°C
5,2024-02-22 20:00:00,CRITICAL,0.7915,ML model predicts FAILURE (prob=79.1%) | ⚠ WARNING: Temperature=106.48°C
2,2024-02-24 16:00:00,CRITICAL,0.7911,ML model predicts FAILURE (prob=79.1%) | ⚠ WARNING: Temperature=106.26°C
1,2024-02-20 07:00:00,CRITICAL,0.7911,ML model predicts FAILURE (prob=79.1%)
2,2024-02-21 07:00:00,CRITICAL,0.7897,ML model predicts FAILURE (prob=79.0%) | ⚠ WARNING: Temperature=107.18°C
2,2024-02-27 17:00:00,CRITICAL,0.7896,ML model predicts FAILURE (prob=79.0%) | ⚠ CRITICAL: Temperature=114.92°C | ⚠ CRITICAL: Vibration=2.0937 mm/s
2,2024-02-20 05:00:00,CRITICAL,0.7894,ML model predicts FAILURE (prob=78.9%) | ⚠ WARNING: Temperature=103.68°C
5,2024-02-14 10:00:00,CRITICAL,0.7894,ML model predicts FAILURE (prob=78.9%)
4,2024-02-21 09:00:00,CRITICAL,0.789,ML model predicts FAILURE (prob=78.9%) | ⚠ WARNING: Temperature=106.68°C
2,2024-02-22 20:00:00,CRITICAL,0.7889,ML model predicts FAILURE (prob=78.9%) | ⚠ WARNING: Temperature=109.69°C
4,2024-02-23 13:00:00,CRITICAL,0.7887,ML model predicts FAILURE (prob=78.9%) | ⚠ WARNING: Temperature=105.29°C
5,2024-02-22 09:00:00,CRITICAL,0.7884,ML model predicts FAILURE (prob=78.8%) | ⚠ WARNING: Temperature=104.21°C
4,2024-02-25 18:00:00,CRITICAL,0.7882,ML model predicts FAILURE (prob=78.8%) | ⚠ WARNING: Temperature=107.95°C | ⚠ CRITICAL: Vibration=2.1303 mm/s
5,2024-02-21 23:00:00,CRITICAL,0.7882,ML model predicts FAILURE (prob=78.8%) | ⚠ WARNING: Temperature=100.49°C
2,2024-02-28 11:00:00,CRITICAL,0.788,ML model predicts FAILURE (prob=78.8%) | ⚠ CRITICAL: Temperature=116.54°C | ⚠ CRITICAL: Vibration=2.0644 mm/s
5,2024-02-18 12:00:00,CRITICAL,0.7875,ML model predicts FAILURE (prob=78.8%) | ⚠ WARNING: Temperature=103.31°C
4,2024-02-26 03:00:00,CRITICAL,0.7874,ML model predicts FAILURE (prob=78.7%) | ⚠ CRITICAL: Temperature=113.79°C | ⚠ CRITICAL: Vibration=2.1547 mm/s
2,2024-02-29 15:00:00,CRITICAL,0.7874,ML model predicts FAILURE (prob=78.7%) | ⚠ CRITICAL: Temperature=117.81°C | ⚠ CRITICAL: Vibration=2.1412 mm/s
4,2024-02-25 13:00:00,CRITICAL,0.7874,ML model predicts FAILURE (prob=78.7%) | ⚠ CRITICAL: Temperature=111.94°C | ⚠ CRITICAL: Vibration=2.1214 mm/s
3,2024-02-25 19:00:00,CRITICAL,0.7872,ML model predicts FAILURE (prob=78.7%) | ⚠ CRITICAL: Temperature=110.72°C | ⚠ CRITICAL: Vibration=2.0183 mm/s
5,2024-02-24 15:00:00,CRITICAL,0.7871,ML model predicts FAILURE (prob=78.7%) | ⚠ WARNING: Temperature=107.54°C
5,2024-02-28 10:00:00,CRITICAL,0.7871,ML model predicts FAILURE (prob=78.7%) | ⚠ WARNING: Temperature=109.1°C | ⚠ CRITICAL: Vibration=2.126 mm/s
4,2024-02-22 22:00:00,CRITICAL,0.7863,ML model predicts FAILURE (prob=78.6%) | ⚠ WARNING: Temperature=103.99°C
5,2024-02-27 17:00:00,CRITICAL,0.7861,ML model predicts FAILURE (prob=78.6%) | ⚠ WARNING: Temperature=109.65°C | ⚠ CRITICAL: Vibration=2.0818 mm/s
2,2024-02-22 22:00:00,CRITICAL,0.786,ML model predicts FAILURE (prob=78.6%) | ⚠ WARNING: Temperature=105.86°C
1,2024-02-24 15:00:00,CRITICAL,0.7855,ML model predicts FAILURE (prob=78.5%) | ⚠ WARNING: Temperature=102.66°C | ⚠ CRITICAL: Vibration=2.0507 mm/s
4,2024-02-22 19:00:00,CRITICAL,0.7849,ML model predicts FAILURE (prob=78.5%) | ⚠ WARNING: Temperature=106.04°C
5,2024-02-25 18:00:00,CRITICAL,0.7847,ML model predicts FAILURE (prob=78.5%) | ⚠ CRITICAL: Temperature=111.5°C
5,2024-02-23 03:00:00,CRITICAL,0.7845,ML model predicts FAILURE (prob=78.5%) | ⚠ WARNING: Temperature=103.7°C
2,2024-02-25 08:00:00,CRITICAL,0.7844,ML model predicts FAILURE (prob=78.4%) | ⚠ WARNING: Temperature=109.25°C
5,2024-02-19 03:00:00,CRITICAL,0.7843,ML model predicts FAILURE (prob=78.4%) | ⚠ WARNING: Temperature=102.84°C
1,2024-02-26 14:00:00,CRITICAL,0.7843,ML model predicts FAILURE (prob=78.4%) | ⚠ WARNING: Temperature=103.57°C | ⚠ CRITICAL: Vibration=2.2188 mm/s
3,2024-02-22 03:00:00,CRITICAL,0.7834,ML model predicts FAILURE (prob=78.3%) | ⚠ WARNING: Temperature=107.98°C
2,2024-02-17 15:00:00,CRITICAL,0.7833,ML model predicts FAILURE (prob=78.3%) | ⚠ WARNING: Temperature=101.22°C
5,2024-02-29 08:00:00,CRITICAL,0.7828,ML model predicts FAILURE (prob=78.3%) | ⚠ CRITICAL: Temperature=112.24°C | ⚠ CRITICAL: Vibration=2.124 mm/s
5,2024-02-29 16:00:00,CRITICAL,0.7827,ML model predicts FAILURE (prob=78.3%) | ⚠ WARNING: Temperature=109.71°C | ⚠ CRITICAL: Vibration=2.1277 mm/s
5,2024-02-25 04:00:00,CRITICAL,0.7826,ML model predicts FAILURE (prob=78.3%) | ⚠ WARNING: Temperature=106.79°C
5,2024-02-29 04:00:00,CRITICAL,0.7826,ML model predicts FAILURE (prob=78.3%) | ⚠ WARNING: Temperature=109.8°C | ⚠ CRITICAL: Vibration=2.224 mm/s
5,2024-02-29 02:00:00,CRITICAL,0.7819,ML model predicts FAILURE (prob=78.2%) | ⚠ CRITICAL: Temperature=115.42°C | ⚠ CRITICAL: Vibration=2.1106 mm/s
1,2024-02-27 19:00:00,CRITICAL,0.7819,ML model predicts FAILURE (prob=78.2%) | ⚠ WARNING: Temperature=108.1°C | ⚠ CRITICAL: Vibration=2.1821 mm/s
2,2024-02-24 04:00:00,CRITICAL,0.7803,ML model predicts FAILURE (prob=78.0%) | ⚠ WARNING: Temperature=107.61°C
2,2024-02-28 21:00:00,CRITICAL,0.7802,ML model predicts FAILURE (prob=78.0%) | ⚠ CRITICAL: Temperature=116.07°C | ⚠ CRITICAL: Vibration=2.1314 mm/s
2,2024-02-24 09:00:00,CRITICAL,0.7801,ML model predicts FAILURE (prob=78.0%) | ⚠ WARNING: Temperature=109.5°C
3,2024-02-29 00:00:00,CRITICAL,0.7799,ML model predicts FAILURE (prob=78.0%) | ⚠ CRITICAL: Temperature=116.74°C | ⚠ CRITICAL: Vibration=2.3471 mm/s
2,2024-02-25 05:00:00,CRITICAL,0.7795,ML model predicts FAILURE (prob=78.0%) | ⚠ WARNING: Temperature=107.63°C
3,2024-02-19 11:00:00,CRITICAL,0.7784,ML model predicts FAILURE (prob=77.8%) | ⚠ WARNING: Temperature=106.22°C
1,2024-02-16 21:00:00,CRITICAL,0.7782,ML model predicts FAILURE (prob=77.8%)
2,2024-02-19 15:00:00,CRITICAL,0.7779,ML model predicts FAILURE (prob=77.8%) | ⚠ WARNING: Temperature=101.28°C
2,2024-02-27 02:00:00,CRITICAL,0.7778,ML model predicts FAILURE (prob=77.8%) | ⚠ CRITICAL: Temperature=111.37°C | ⚠ CRITICAL: Vibration=2.0805 mm/s
1,2024-02-13 19:00:00,CRITICAL,0.7771,ML model predicts FAILURE (prob=77.7%)
5,2024-02-24 07:00:00,CRITICAL,0.777,ML model predicts FAILURE (prob=77.7%) | ⚠ WARNING: Temperature=107.85°C
2,2024-02-25 12:00:00,CRITICAL,0.7764,ML model predicts FAILURE (prob=77.6%) | ⚠ CRITICAL: Temperature=111.68°C
2,2024-02-24 22:00:00,CRITICAL,0.7762,ML model predicts FAILURE (prob=77.6%) | ⚠ CRITICAL: Temperature=110.25°C
5,2024-02-24 05:00:00,CRITICAL,0.7757,ML model predicts FAILURE (prob=77.6%) | ⚠ WARNING: Temperature=105.99°C
5,2024-02-15 21:00:00,CRITICAL,0.7755,ML model predicts FAILURE (prob=77.5%) | ⚠ WARNING: Temperature=98.11°C
5,2024-02-22 05:00:00,CRITICAL,0.7755,ML model predicts FAILURE (prob=77.5%) | ⚠ WARNING: Temperature=106.34°C
1,2024-02-24 14:00:00,CRITICAL,0.7752,ML model predicts FAILURE (prob=77.5%) | ⚠ WARNING: Temperature=98.65°C | ⚠ CRITICAL: Vibration=2.1046 mm/s
3,2024-02-28 04:00:00,CRITICAL,0.7747,ML model predicts FAILURE (prob=77.5%) | ⚠ CRITICAL: Temperature=116.15°C | ⚠ CRITICAL: Vibration=2.1863 mm/s
5,2024-02-14 11:00:00,CRITICAL,0.7747,ML model predicts FAILURE (prob=77.5%) | ⚠ WARNING: Temperature=96.84°C
3,2024-02-15 19:00:00,CRITICAL,0.7738,ML model predicts FAILURE (prob=77.4%) | ⚠ WARNING: Temperature=97.83°C
2,2024-02-27 09:00:00,CRITICAL,0.7724,ML model predicts FAILURE (prob=77.2%) | ⚠ CRITICAL: Temperature=111.57°C
2,2024-02-14 21:00:00,CRITICAL,0.7723,ML model predicts FAILURE (prob=77.2%)
3,2024-02-23 07:00:00,CRITICAL,0.7722,ML model predicts FAILURE (prob=77.2%) | ⚠ WARNING: Temperature=108.8°C
5,2024-02-29 10:00:00,CRITICAL,0.7714,ML model predicts FAILURE (prob=77.1%) | ⚠ CRITICAL: Temperature=116.47°C | ⚠ CRITICAL: Vibration=2.1125 mm/s
3,2024-02-24 05:00:00,CRITICAL,0.7712,ML model predicts FAILURE (prob=77.1%) | ⚠ CRITICAL: Temperature=110.83°C
3,2024-02-22 16:00:00,CRITICAL,0.7705,ML model predicts FAILURE (prob=77.0%) | ⚠ WARNING: Temperature=107.07°C
5,2024-02-26 07:00:00,CRITICAL,0.7704,ML model predicts FAILURE (prob=77.0%) | ⚠ WARNING: Temperature=108.41°C
3,2024-02-21 04:00:00,CRITICAL,0.7687,ML model predicts FAILURE (prob=76.9%) | ⚠ WARNING: Temperature=109.75°C
3,2024-02-11 01:00:00,CRITICAL,0.7687,ML model predicts FAILURE (prob=76.9%) | ⚠ WARNING: Temperature=100.31°C
2,2024-02-27 21:00:00,CRITICAL,0.7683,ML model predicts FAILURE (prob=76.8%) | ⚠ CRITICAL: Temperature=115.06°C | ⚠ CRITICAL: Vibration=2.0875 mm/s
1,2024-02-25 05:00:00,CRITICAL,0.7679,ML model predicts FAILURE (prob=76.8%) | ⚠ WARNING: Temperature=97.38°C | ⚠ CRITICAL: Vibration=2.1145 mm/s
3,2024-02-17 12:00:00,CRITICAL,0.7671,ML model predicts FAILURE (prob=76.7%) | ⚠ WARNING: Temperature=101.06°C
3,2024-02-14 18:00:00,CRITICAL,0.7671,ML model predicts FAILURE (prob=76.7%) | ⚠ WARNING: Temperature=101.46°C
5,2024-02-20 02:00:00,CRITICAL,0.767,ML model predicts FAILURE (prob=76.7%) | ⚠ WARNING: Temperature=101.5°C
1,2024-02-23 19:00:00,CRITICAL,0.7669,ML model predicts FAILURE (prob=76.7%) | ⚠ WARNING: Temperature=99.56°C
5,2024-02-21 20:00:00,CRITICAL,0.7665,ML model predicts FAILURE (prob=76.6%) | ⚠ WARNING: Temperature=103.84°C
3,2024-02-25 07:00:00,CRITICAL,0.7665,ML model predicts FAILURE (prob=76.6%) | ⚠ CRITICAL: Temperature=114.41°C | ⚠ CRITICAL: Vibration=2.0161 mm/s
2,2024-02-28 22:00:00,CRITICAL,0.7661,ML model predicts FAILURE (prob=76.6%) | ⚠ CRITICAL: Temperature=115.47°C | ⚠ CRITICAL: Vibration=2.1992 mm/s
4,2024-02-26 12:00:00,CRITICAL,0.7658,ML model predicts FAILURE (prob=76.6%) | ⚠ CRITICAL: Temperature=112.84°C | ⚠ CRITICAL: Vibration=2.1009 mm/s
2,2024-02-28 02:00:00,CRITICAL,0.7644,ML model predicts FAILURE (prob=76.4%) | ⚠ CRITICAL: Temperature=110.34°C | ⚠ CRITICAL: Vibration=2.1463 mm/s
5,2024-02-24 22:00:00,CRITICAL,0.7643,ML model predicts FAILURE (prob=76.4%) | ⚠ WARNING: Temperature=105.88°C
1,2024-02-15 10:00:00,CRITICAL,0.7641,ML model predicts FAILURE (prob=76.4%)
5,2024-02-21 12:00:00,CRITICAL,0.7632,ML model predicts FAILURE (prob=76.3%) | ⚠ WARNING: Temperature=107.68°C
4,2024-02-13 23:00:00,CRITICAL,0.7632,ML model predicts FAILURE (prob=76.3%) | ⚠ WARNING: Temperature=98.57°C
3,2024-02-28 20:00:00,CRITICAL,0.7631,ML model predicts FAILURE (prob=76.3%) | ⚠ CRITICAL: Temperature=119.93°C | ⚠ CRITICAL: Vibration=2.2662 mm/s
2,2024-02-28 00:00:00,CRITICAL,0.7622,ML model predicts FAILURE (prob=76.2%) | ⚠ CRITICAL: Temperature=111.86°C
3,2024-02-16 09:00:00,CRITICAL,0.7619,ML model predicts FAILURE (prob=76.2%) | ⚠ WARNING: Temperature=103.79°C
4,2024-02-26 06:00:00,CRITICAL,0.7618,ML model predicts FAILURE (prob=76.2%) | ⚠ CRITICAL: Temperature=110.17°C | ⚠ CRITICAL: Vibration=2.2687 mm/s
1,2024-02-22 06:00:00,CRITICAL,0.7615,ML model predicts FAILURE (prob=76.1%) | ⚠ WARNING: Temperature=96.57°C
1,2024-02-27 23:00:00,CRITICAL,0.7612,ML model predicts FAILURE (prob=76.1%) | ⚠ WARNING: Temperature=101.7°C | ⚠ CRITICAL: Vibration=2.3304 mm/s
2,2024-02-14 12:00:00,CRITICAL,0.7608,ML model predicts FAILURE (prob=76.1%) | ⚠ WARNING: Temperature=98.59°C
4,2024-02-24 17:00:00,CRITICAL,0.7594,ML model predicts FAILURE (prob=75.9%) | ⚠ WARNING: Temperature=106.66°C | ⚠ CRITICAL: Vibration=2.014 mm/s
4,2024-02-20 06:00:00,CRITICAL,0.7594,ML model predicts FAILURE (prob=75.9%) | ⚠ WARNING: Temperature=99.88°C
1,2024-02-28 15:00:00,CRITICAL,0.7593,ML model predicts FAILURE (prob=75.9%) | ⚠ WARNING: Temperature=102.43°C | ⚠ CRITICAL: Vibration=2.2419 mm/s
5,2024-02-22 02:00:00,CRITICAL,0.7586,ML model predicts FAILURE (prob=75.9%) | ⚠ WARNING: Temperature=104.75°C
2,2024-02-27 18:00:00,CRITICAL,0.7575,ML model predicts FAILURE (prob=75.8%) | ⚠ WARNING: Temperature=107.91°C | ⚠ CRITICAL: Vibration=2.0069 mm/s
3,2024-02-26 11:00:00,CRITICAL,0.7573,ML model predicts FAILURE (prob=75.7%) | ⚠ CRITICAL: Temperature=114.41°C | ⚠ CRITICAL: Vibration=2.0234 mm/s
1,2024-02-23 17:00:00,CRITICAL,0.7573,ML model predicts FAILURE (prob=75.7%) | ⚠ WARNING: Temperature=95.22°C | ⚠ CRITICAL: Vibration=2.0323 mm/s
3,2024-02-20 07:00:00,CRITICAL,0.7571,ML model predicts FAILURE (prob=75.7%) | ⚠ WARNING: Temperature=104.59°C
1,2024-02-28 09:00:00,CRITICAL,0.757,ML model predicts FAILURE (prob=75.7%) | ⚠ WARNING: Temperature=102.27°C | ⚠ CRITICAL: Vibration=2.3058 mm/s
1,2024-02-28 11:00:00,CRITICAL,0.7564,ML model predicts FAILURE (prob=75.6%) | ⚠ WARNING: Temperature=102.32°C | ⚠ CRITICAL: Vibration=2.262 mm/s
4,2024-02-24 12:00:00,CRITICAL,0.7563,ML model predicts FAILURE (prob=75.6%) | ⚠ WARNING: Temperature=104.69°C
3,2024-02-28 11:00:00,CRITICAL,0.7562,ML model predicts FAILURE (prob=75.6%) | ⚠ CRITICAL: Temperature=116.8°C | ⚠ CRITICAL: Vibration=2.2713 mm/s
2,2024-02-24 15:00:00,CRITICAL,0.7559,ML model predicts FAILURE (prob=75.6%) | ⚠ WARNING: Temperature=108.99°C
