machine_id,timestamp,temperature,vibration,pressure,rpm,oil_level,failure
2,2024-01-02 12:00:00,78.45,0.3552,107.57,1393.8,93.11,0
2,2024-01-02 13:00:00,77.79,0.3433,105.5,1411.8,93.79,0
2,2024-01-02 14:00:00,77.99,0.3835,106.99,1414.7,92.44,0
2,2024-01-02 15:00:00,76.36,0.3292,111.51,1427.0,94.55,0
2,2024-01-02 16:00:00,77.67,0.3844,107.14,1435.0,94.68,0
2,2024-01-02 17:00:00,78.29,0.3272,105.77,1449.6,92.3,0
2,2024-01-02 18:00:00,78.79,0.2418,105.53,1428.9,94.14,0
2,2024-01-02 19:00:00,80.34,0.291,107.58,1403.2,93.73,0
2,2024-01-02 20:00:00,73.42,0.3511,109.99,1408.2,92.09,0
2,2024-01-02 21:00:00,79.21,0.3068,99.9,1401.9,93.8,0
2,2024-01-02 22:00:00,76.57,0.3208,116.38,1387.6,95.62,0
2,2024-01-02 23:00:00,78.25,0.3744,106.24,1445.8,92.1,0
2,2024-01-03 00:00:00,77.23,0.2948,122.02,1428.6,94.28,0
2,2024-01-03 01:00:00,80.29,0.2967,96.61,1443.1,93.37,0
2,2024-01-03 02:00:00,78.47,0.3263,109.02,1400.5,92.15,0
2,2024-01-03 03:00:00,79.5,0.2511,113.64,1431.0,93.17,0
2,2024-01-03 04:00:00,80.11,0.3468,107.37,1439.2,94.27,0
2,2024-01-03 05:00:00,76.72,0.3396,108.09,1394.5,94.7,0
2,2024-01-03 06:00:00,80.65,0.2811,111.6,1407.5,95.22,0
2,2024-01-03 07:00:00,76.58,0.3167,113.26,1384.0,96.48,0
2,2024-01-03 08:00:00,78.63,0.2833,103.59,1430.9,94.14,0
2,2024-01-03 09:00:00,77.88,0.4002,113.22,1433.7,93.49,0
2,2024-01-03 10:00:00,82.78,0.2713,113.01,1452.8,93.24,0
2,2024-01-03 11:00:00,79.91,0.3994,115.38,1440.6,93.9,0
2,2024-01-03 12:00:00,77.52,0.388,110.05,1428.3,93.96,0
2,2024-01-03 13:00:00,75.02,0.357,103.76,1412.8,93.39,0
2,2024-01-03 14:00:00,79.99,0.361,103.39,1446.9,95.56,0
2,2024-01-03 15:00:00,78.55,0.3729,107.18,1423.7,94.07,0
2,2024-01-03 16:00:00,79.34,0.3403,108.81,1437.2,95.84,0
2,2024-01-03 17:00:00,75.49,0.4107,108.38,1436.0,94.14,0
2,2024-01-03 18:00:00,75.43,0.3798,117.69,1432.3,93.68,0
2,2024-01-03 19:00:00,79.15,0.2784,100.43,1426.3,92.59,0
2,2024-01-03 20:00:00,79.64,0.3569,111.57,1402.8,93.15,0
2,2024-01-03 21:00:00,78.75,0.3563,98.45,1384.3,93.69,0
2,2024-01-03 22:00:00,77.48,0.3447,110.4,1381.1,91.87,0
2,2024-01-03 23:00:00,77.12,0.2986,101.23,1448.1,94.22,0
2,2024-01-04 00:00:00,78.68,0.3972,119.18,1404.7,93.32,0
2,2024-01-04 01:00:00,77.89,0.4108,103.63,1429.4,94.18,0
2,2024-01-04 02:00:00,79.69,0.3358,105.63,1443.8,92.9,0
2,2024-01-04 03:00:00,79.06,0.2635,110.34,1443.4,94.76,0
2,2024-01-04 04:00:00,78.36,0.3335,113.98,1422.0,93.43,0
2,2024-01-04 05:00:00,80.06,0.4371,106.92,1407.6,92.15,0
2,2024-01-04 06:00:00,77.83,0.415,114.67,1414.7,92.62,0
2,2024-01-04 07:00:00,80.45,0.3916,118.16,1408.2,92.46,0
2,2024-01-04 08:00:00,79.91,0.3241,98.3,1409.5,93.39,0
2,2024-01-04 09:00:00,78.02,0.42,107.35,1425.0,93.17,0
2,2024-01-04 10:00:00,81.1,0.4206,104.78,1394.8,93.81,0
2,2024-01-04 11:00:00,79.88,0.3263,109.13,1416.4,91.83,0
2,2024-01-04 12:00:00,79.6,0.4013,109.56,1424.4,93.37,0
2,2024-01-04 13:00:00,80.01,0.3657,109.49,1452.9,94.14,0
2,2024-01-04 14:00:00,79.19,0.3321,113.25,1390.3,92.19,0
2,2024-01-04 15:00:00,79.35,0.3183,110.36,1432.2,92.75,0
2,2024-01-04 16:00:00,80.11,0.3653,106.09,1390.5,94.67,0
2,2024-01-04 17:00:00,79.9,0.3694,109.15,1397.2,92.91,0
2,2024-01-04 18:00:00,78.04,0.374,106.3,1430.7,95.1,0
2,2024-01-04 19:00:00,77.24,0.3328,108.31,1445.6,92.69,0
2,2024-01-04 20:00:00,75.56,0.2789,110.27,1419.9,92.78,0
2,2024-01-04 21:00:00,75.47,0.3261,110.03,1394.0,93.67,0
2,2024-01-04 22:00:00,80.91,0.3754,99.93,1411.0,93.65,0
2,2024-01-04 23:00:00,78.15,0.3074,107.23,1414.1,94.72,0
2,2024-01-05 00:00:00,80.79,0.3536,117.45,1425.5,93.5,1
2,2024-01-05 01:00:00,78.59,0.4151,107.47,1397.9,92.21,0
2,2024-01-05 02:00:00,76.62,0.4769,111.4,1422.9,92.09,0
2,2024-01-05 03:00:00,80.13,0.3412,106.44,1419.3,92.28,0
2,2024-01-05 04:00:00,78.05,0.338,112.4,1385.9,93.69,0
2,2024-01-05 05:00:00,80.29,0.3402,98.97,1430.5,94.76,0
2,2024-01-05 06:00:00,82.3,0.3976,103.28,1414.0,91.98,0
2,2024-01-05 07:00:00,80.24,0.3899,101.8,1425.2,92.34,0
2,2024-01-05 08:00:00,79.02,0.3303,111.84,1415.4,92.09,0
2,2024-01-05 09:00:00,83.47,0.387,111.56,1387.0,93.5,1
2,2024-01-05 10:00:00,78.72,0.3986,103.75,1413.3,92.86,0
2,2024-01-05 11:00:00,79.39,0.3446,111.25,1379.9,93.69,0
2,2024-01-05 12:00:00,78.48,0.4355,102.86,1408.9,93.99,0
2,2024-01-05 13:00:00,78.46,0.3701,107.17,1410.0,94.04,1
2,2024-01-05 14:00:00,80.41,0.3073,106.85,1421.9,93.55,0
2,2024-01-05 15:00:00,82.08,0.4616,106.56,1389.2,92.34,0
2,2024-01-05 16:00:00,79.72,0.3837,111.78,1411.3,92.69,0
2,2024-01-05 17:00:00,81.87,0.4688,106.97,1384.9,92.8,0
2,2024-01-05 18:00:00,82.19,0.3657,116.64,1433.5,92.82,1
2,2024-01-05 19:00:00,75.54,0.3823,108.5,1425.0,91.94,0
2,2024-01-05 20:00:00,77.81,0.4297,112.45,1437.0,93.46,0
2,2024-01-05 21:00:00,75.31,0.4414,107.98,1438.8,92.67,0
2,2024-01-05 22:00:00,79.9,0.3263,96.0,1418.4,92.72,0
2,2024-01-05 23:00:00,77.28,0.383,104.24,1424.7,92.71,0
2,2024-01-06 00:00:00,79.63,0.4733,103.41,1432.9,92.96,0
2,2024-01-06 01:00:00,80.66,0.3547,107.27,1387.4,92.79,0
2,2024-01-06 02:00:00,79.23,0.4144,108.74,1442.0,93.67,0
2,2024-01-06 03:00:00,79.29,0.3609,113.42,1384.9,93.13,0
2,2024-01-06 04:00:00,81.88,0.3932,107.6,1432.9,93.3,1
2,2024-01-06 05:00:00,77.08,0.4056,108.38,1411.5,91.97,0
2,2024-01-06 06:00:00,78.99,0.3922,101.14,1437.9,92.75,0
2,2024-01-06 07:00:00,79.45,0.3472,111.89,1449.8,92.26,0
2,2024-01-06 08:00:00,82.37,0.4358,113.15,1404.3,91.23,0
2,2024-01-06 09:00:00,82.39,0.3406,109.9,1380.7,91.77,0
2,2024-01-06 10:00:00,79.21,0.4815,107.81,1420.6,94.19,0
2,2024-01-06 11:00:00,78.63,0.3695,108.86,1384.1,92.13,0
2,2024-01-06 12:00:00,80.85,0.3856,102.73,1440.0,94.01,0
2,2024-01-06 13:00:00,79.79,0.3809,103.67,1408.2,92.67,0
2,2024-01-06 14:00:00,78.81,0.4557,112.16,1441.8,91.78,0
2,2024-01-06 15:00:00,78.82,0.4273,112.66,1416.6,92.03,0
2,2024-01-06 16:00:00,83.22,0.4333,113.79,1407.7,92.76,0
2,2024-01-06 17:00:00,81.37,0.4488,111.08,1417.8,92.51,0
2,2024-01-06 18:00:00,75.18,0.3368,111.88,1414.3,93.33,0
2,2024-01-06 19:00:00,79.71,0.4504,111.45,1433.1,94.32,0
2,2024-01-06 20:00:00,80.08,0.4233,100.84,1403.2,92.51,0
2,2024-01-06 21:00:00,81.71,0.3631,108.39,1397.3,93.63,0
2,2024-01-06 22:00:00,79.14,0.3873,105.86,1422.0,93.34,0
2,2024-01-06 23:00:00,80.11,0.41,108.6,1422.5,92.39,0
2,2024-01-07 00:00:00,82.46,0.4725,105.72,1411.5,93.34,0
2,2024-01-07 01:00:00,81.82,0.3993,111.96,1427.5,92.27,0
2,2024-01-07 02:00:00,77.5,0.4168,111.57,1390.4,93.75,0
2,2024-01-07 03:00:00,78.96,0.3914,114.41,1401.3,93.8,0
2,2024-01-07 04:00:00,79.54,0.3968,107.32,1420.0,92.45,0
2,2024-01-07 05:00:00,79.62,0.4251,102.82,1408.2,92.48,1
2,2024-01-07 06:00:00,79.59,0.4984,103.69,1377.0,93.22,0
2,2024-01-07 07:00:00,80.48,0.4916,100.76,1406.2,94.92,0
2,2024-01-07 08:00:00,83.13,0.3958,105.92,1407.4,91.46,1
2,2024-01-07 09:00:00,76.41,0.3955,113.93,1398.1,92.71,0
2,2024-01-07 10:00:00,80.33,0.4656,101.1,1394.4,93.77,0
2,2024-01-07 11:00:00,80.92,0.4705,98.92,1423.0,93.45,1
2,2024-01-07 12:00:00,78.07,0.4023,109.77,1409.0,93.48,0
2,2024-01-07 13:00:00,76.83,0.396,106.0,1413.0,90.93,0
2,2024-01-07 14:00:00,79.8,0.4573,108.67,1409.9,93.7,0
2,2024-01-07 15:00:00,77.3,0.4989,110.23,1409.8,92.76,0
2,2024-01-07 16:00:00,81.51,0.423,108.25,1390.3,92.2,0
2,2024-01-07 17:00:00,78.43,0.4511,109.03,1433.6,92.78,0
2,2024-01-07 18:00:00,78.37,0.5118,106.13,1386.0,92.7,0
2,2024-01-07 19:00:00,79.04,0.3922,106.48,1411.8,93.59,0
2,2024-01-07 20:00:00,76.16,0.5043,111.34,1396.9,91.52,0
2,2024-01-07 21:00:00,81.38,0.2977,101.79,1429.4,93.91,0
2,2024-01-07 22:00:00,78.05,0.4829,105.02,1374.7,92.01,1
2,2024-01-07 23:00:00,80.86,0.4365,103.23,1420.6,93.08,0
2,2024-01-08 00:00:00,80.48,0.3068,110.4,1419.7,92.44,0
2,2024-01-08 01:00:00,81.88,0.4419,103.43,1403.4,90.85,0
2,2024-01-08 02:00:00,78.6,0.3991,108.9,1390.5,92.82,0
2,2024-01-08 03:00:00,81.83,0.5217,110.71,1429.5,93.6,0
2,2024-01-08 04:00:00,80.59,0.4879,117.85,1392.6,93.45,0
2,2024-01-08 05:00:00,80.0,0.3819,107.88,1387.9,91.98,0
2,2024-01-08 06:00:00,79.29,0.4176,108.7,1379.2,90.91,0
2,2024-01-08 07:00:00,80.93,0.464,107.07,1395.8,94.27,0
2,2024-01-08 08:00:00,79.07,0.4832,110.75,1407.6,93.72,0
2,2024-01-08 09:00:00,79.81,0.4437,112.34,1415.1,91.45,0
2,2024-01-08 10:00:00,80.32,0.4332,109.84,1426.2,92.92,0
2,2024-01-08 11:00:00,79.61,0.4611,115.91,1412.9,91.26,0
2,2024-01-08 12:00:00,81.61,0.4803,106.2,1417.3,93.71,0
2,2024-01-08 13:00:00,83.14,0.3612,103.16,1433.4,92.71,0
2,2024-01-08 14:00:00,79.68,0.5114,113.04,1418.3,90.76,0
2,2024-01-08 15:00:00,80.24,0.4308,105.93,1421.5,90.48,0
2,2024-01-08 16:00:00,79.56,0.4541,108.14,1389.4,90.99,0
2,2024-01-08 17:00:00,78.37,0.4627,111.37,1444.5,91.55,0
2,2024-01-08 18:00:00,80.16,0.5236,107.04,1410.0,92.4,0
2,2024-01-08 19:00:00,81.82,0.4657,109.92,1404.5,92.01,0
2,2024-01-08 20:00:00,81.86,0.4299,100.18,1406.4,92.83,0
2,2024-01-08 21:00:00,84.06,0.432,102.57,1421.1,91.62,0
2,2024-01-08 22:00:00,80.39,0.4059,110.9,1402.3,90.96,0
2,2024-01-08 23:00:00,78.7,0.4962,110.68,1419.5,93.06,0
2,2024-01-09 00:00:00,82.24,0.4541,103.2,1398.0,90.19,0
2,2024-01-09 01:00:00,84.57,0.4404,105.87,1402.8,92.38,0
2,2024-01-09 02:00:00,83.62,0.3836,108.65,1407.9,92.97,0
2,2024-01-09 03:00:00,80.34,0.4208,105.9,1410.2,91.99,0
2,2024-01-09 04:00:00,83.44,0.3693,104.06,1398.9,91.74,0
2,2024-01-09 05:00:00,82.07,0.5124,101.5,1407.4,91.91,0
2,2024-01-09 06:00:00,82.17,0.4605,113.28,1405.8,92.48,0
2,2024-01-09 07:00:00,80.54,0.4964,106.38,1401.6,92.58,0
2,2024-01-09 08:00:00,83.51,0.3666,104.61,1407.8,92.49,0
2,2024-01-09 09:00:00,83.81,0.4617,98.21,1433.6,91.32,0
2,2024-01-09 10:00:00,80.91,0.5135,110.94,1400.8,90.65,0
2,2024-01-09 11:00:00,81.24,0.5122,105.95,1443.9,91.7,0
2,2024-01-09 12:00:00,81.13,0.4607,105.85,1417.3,91.11,0
2,2024-01-09 13:00:00,78.31,0.504,112.15,1436.9,92.07,0
2,2024-01-09 14:00:00,81.09,0.4134,117.24,1429.1,91.9,0
2,2024-01-09 15:00:00,82.21,0.4452,98.1,1387.0,91.74,0
2,2024-01-09 16:00:00,82.74,0.4538,109.02,1382.2,93.85,0
2,2024-01-09 17:00:00,83.18,0.5106,100.78,1449.0,93.17,0
2,2024-01-09 18:00:00,78.97,0.427,102.02,1417.8,92.15,0
2,2024-01-09 19:00:00,80.53,0.4184,116.58,1396.1,92.93,0
2,2024-01-09 20:00:00,79.25,0.5205,101.51,1402.8,92.29,0
2,2024-01-09 21:00:00,79.72,0.4679,103.9,1420.5,92.56,0
2,2024-01-09 22:00:00,79.63,0.3686,109.74,1410.2,92.49,0
2,2024-01-09 23:00:00,80.45,0.5861,104.26,1389.8,90.98,0
2,2024-01-10 00:00:00,80.28,0.4328,110.78,1436.4,92.39,0
2,2024-01-10 01:00:00,81.14,0.4685,101.4,1404.5,91.97,1
2,2024-01-10 02:00:00,80.2,0.4465,105.46,1353.5,92.3,0
2,2024-01-10 03:00:00,79.28,0.4662,104.32,1400.9,90.84,0
2,2024-01-10 04:00:00,77.92,0.4897,113.65,1376.8,92.28,0
2,2024-01-10 05:00:00,82.16,0.4088,100.92,1405.0,91.93,0
2,2024-01-10 06:00:00,79.07,0.4761,110.73,1401.7,89.66,0
2,2024-01-10 07:00:00,83.57,0.5287,113.15,1412.4,94.26,0
2,2024-01-10 08:00:00,78.2,0.5046,108.51,1420.7,91.33,0
2,2024-01-10 09:00:00,77.33,0.4553,103.76,1384.6,92.96,0
2,2024-01-10 10:00:00,81.81,0.4558,108.77,1425.7,90.58,0
2,2024-01-10 11:00:00,79.75,0.495,107.87,1398.8,88.9,0
2,2024-01-10 12:00:00,80.53,0.4483,107.5,1379.6,91.71,0
2,2024-01-10 13:00:00,84.14,0.4887,103.71,1422.4,90.32,0
2,2024-01-10 14:00:00,80.73,0.47,110.34,1407.0,92.08,0
2,2024-01-10 15:00:00,81.61,0.4773,106.72,1408.1,91.84,0
2,2024-01-10 16:00:00,81.58,0.5622,109.92,1433.6,92.36,0
2,2024-01-10 17:00:00,77.53,0.5597,105.36,1411.1,91.47,0
2,2024-01-10 18:00:00,81.0,0.4688,103.18,1412.7,91.91,0
2,2024-01-10 19:00:00,82.02,0.5614,104.5,1440.3,92.69,0
2,2024-01-10 20:00:00,81.83,0.4892,105.8,1379.5,92.69,0
2,2024-01-10 21:00:00,79.73,0.4671,106.62,1406.5,91.48,0
2,2024-01-10 22:00:00,81.26,0.5059,110.2,1401.0,94.22,0
2,2024-01-10 23:00:00,80.86,0.5202,107.02,1371.9,92.69,0
2,2024-01-11 00:00:00,80.84,0.5153,110.69,1407.0,92.21,0
2,2024-01-11 01:00:00,79.73,0.4381,114.48,1429.5,90.51,0
2,2024-01-11 02:00:00,78.8,0.478,110.02,1405.4,91.9,0
2,2024-01-11 03:00:00,79.25,0.5274,111.01,1415.8,90.41,0
2,2024-01-11 04:00:00,79.9,0.4813,107.74,1379.1,91.16,0
2,2024-01-11 05:00:00,82.19,0.4394,101.31,1398.2,93.67,0
2,2024-01-11 06:00:00,82.27,0.4731,112.33,1414.6,90.79,0
2,2024-01-11 07:00:00,79.12,0.5285,104.96,1395.9,92.0,0
2,2024-01-11 08:00:00,80.11,0.5572,105.28,1409.2,90.51,0
2,2024-01-11 09:00:00,82.16,0.4334,103.26,1373.4,90.26,0
2,2024-01-11 10:00:00,81.9,0.5175,108.43,1400.2,92.49,0
2,2024-01-11 11:00:00,81.65,0.5035,121.5,1345.8,90.83,0
2,2024-01-11 12:00:00,80.94,0.5823,109.68,1409.4,92.38,0
2,2024-01-11 13:00:00,82.3,0.5639,99.27,1408.5,90.32,0
2,2024-01-11 14:00:00,81.96,0.5884,99.84,1393.9,92.34,0
2,2024-01-11 15:00:00,82.26,0.5768,109.51,1409.3,91.46,0
2,2024-01-11 16:00:00,81.38,0.4471,112.32,1415.9,93.8,0
2,2024-01-11 17:00:00,79.6,0.4277,109.64,1405.3,92.1,0
2,2024-01-11 18:00:00,80.52,0.4728,109.56,1428.1,91.34,0
2,2024-01-11 19:00:00,82.07,0.5089,106.53,1420.2,91.1,0
2,2024-01-11 20:00:00,80.07,0.4866,106.74,1374.8,89.77,0
2,2024-01-11 21:00:00,80.5,0.4743,112.53,1389.9,90.75,0
2,2024-01-11 22:00:00,86.05,0.564,112.73,1428.7,90.44,0
2,2024-01-11 23:00:00,79.29,0.4538,104.55,1377.0,90.65,0
2,2024-01-12 00:00:00,82.29,0.5255,103.45,1419.0,90.78,0
2,2024-01-12 01:00:00,81.45,0.5433,110.43,1392.8,90.3,0
2,2024-01-12 02:00:00,82.9,0.6173,110.61,1414.6,91.92,0
2,2024-01-12 03:00:00,79.65,0.4953,111.68,1434.2,91.47,0
2,2024-01-12 04:00:00,82.46,0.5152,117.05,1377.7,90.26,1
2,2024-01-12 05:00:00,85.26,0.5082,107.73,1394.6,90.84,0
2,2024-01-12 06:00:00,81.57,0.5012,108.83,1382.4,92.6,0
2,2024-01-12 07:00:00,83.7,0.5501,107.02,1390.6,90.52,0
2,2024-01-12 08:00:00,85.11,0.5669,112.21,1412.1,90.21,0
2,2024-01-12 09:00:00,81.82,0.5754,115.43,1443.9,91.65,0
2,2024-01-12 10:00:00,82.36,0.5697,103.93,1420.5,91.97,0
2,2024-01-12 11:00:00,82.52,0.5583,112.01,1406.9,90.65,0
2,2024-01-12 12:00:00,78.52,0.5753,107.74,1394.0,90.46,0
2,2024-01-12 13:00:00,81.51,0.532,108.83,1394.0,91.87,0
2,2024-01-12 14:00:00,83.31,0.4885,107.79,1406.7,91.58,0
2,2024-01-12 15:00:00,83.73,0.4875,106.83,1439.1,89.2,0
2,2024-01-12 16:00:00,81.64,0.4372,95.77,1391.8,91.05,0
2,2024-01-12 17:00:00,84.65,0.5112,110.18,1413.5,90.98,0
2,2024-01-12 18:00:00,82.85,0.4762,110.72,1412.5,90.16,0
2,2024-01-12 19:00:00,80.51,0.5361,111.53,1402.5,92.94,1
2,2024-01-12 20:00:00,82.22,0.4932,102.89,1417.9,92.05,0
2,2024-01-12 21:00:00,83.32,0.5015,114.88,1426.0,91.95,0
2,2024-01-12 22:00:00,80.11,0.4433,105.21,1393.6,91.71,0
2,2024-01-12 23:00:00,82.64,0.5037,103.2,1367.6,90.79,0
2,2024-01-13 00:00:00,85.03,0.5425,110.74,1373.6,92.36,0
2,2024-01-13 01:00:00,84.79,0.5838,105.13,1388.0,92.28,0
2,2024-01-13 02:00:00,81.01,0.5401,113.4,1388.0,92.15,0
2,2024-01-13 03:00:00,80.65,0.5767,102.82,1391.3,92.59,0
2,2024-01-13 04:00:00,83.88,0.5383,102.03,1412.5,90.41,0
2,2024-01-13 05:00:00,85.84,0.5426,116.07,1415.1,91.95,0
2,2024-01-13 06:00:00,82.76,0.5252,98.86,1401.5,91.93,0
2,2024-01-13 07:00:00,84.18,0.5316,108.22,1399.0,92.51,0
2,2024-01-13 08:00:00,81.7,0.5239,110.46,1442.7,91.21,0
2,2024-01-13 09:00:00,81.89,0.545,104.0,1408.5,91.64,0
2,2024-01-13 10:00:00,83.25,0.563,98.5,1415.6,90.39,0
2,2024-01-13 11:00:00,80.17,0.5151,103.69,1371.5,90.86,0
2,2024-01-13 12:00:00,82.65,0.5549,111.77,1438.4,89.68,0
2,2024-01-13 13:00:00,82.29,0.5265,106.27,1388.5,91.57,0
2,2024-01-13 14:00:00,84.38,0.5676,111.92,1396.4,90.36,0
2,2024-01-13 15:00:00,80.27,0.4838,116.59,1430.0,91.6,0
2,2024-01-13 16:00:00,83.64,0.555,102.47,1374.8,91.77,0
2,2024-01-13 17:00:00,85.47,0.5178,96.01,1377.5,90.68,0
2,2024-01-13 18:00:00,82.25,0.6279,110.67,1408.4,90.58,0
2,2024-01-13 19:00:00,81.33,0.5472,108.96,1374.7,90.03,0
2,2024-01-13 20:00:00,83.64,0.5442,106.9,1428.5,90.26,0
2,2024-01-13 21:00:00,86.26,0.5578,105.61,1391.5,91.6,0
2,2024-01-13 22:00:00,87.55,0.5271,110.77,1369.9,90.66,1
2,2024-01-13 23:00:00,82.31,0.5583,106.41,1400.3,91.44,0
2,2024-01-14 00:00:00,82.91,0.4954,108.88,1381.2,90.06,0
2,2024-01-14 01:00:00,82.05,0.5322,101.69,1368.0,90.2,0
2,2024-01-14 02:00:00,82.26,0.5922,104.17,1385.3,91.12,0
2,2024-01-14 03:00:00,84.87,0.5471,101.42,1405.1,90.8,0
2,2024-01-14 04:00:00,82.72,0.5135,104.95,1373.5,90.95,0
2,2024-01-14 05:00:00,84.78,0.5872,104.29,1390.0,93.12,0
2,2024-01-14 06:00:00,83.25,0.5528,94.83,1411.5,92.37,0
2,2024-01-14 07:00:00,82.94,0.5751,101.03,1426.3,91.81,0
2,2024-01-14 08:00:00,81.4,0.5496,106.81,1412.3,92.34,0
2,2024-01-14 09:00:00,84.98,0.5931,103.42,1406.1,92.19,0
2,2024-01-14 10:00:00,80.2,0.5071,108.36,1443.5,89.97,0
2,2024-01-14 11:00:00,82.24,0.6348,116.59,1412.1,91.4,0
2,2024-01-14 12:00:00,83.77,0.5657,107.17,1425.0,92.31,0
2,2024-01-14 13:00:00,79.79,0.6184,107.26,1393.8,89.38,0
2,2024-01-14 14:00:00,79.0,0.5163,111.64,1346.1,91.96,0
2,2024-01-14 15:00:00,83.89,0.5725,113.82,1425.8,89.48,0
2,2024-01-14 16:00:00,81.53,0.5706,104.48,1384.4,91.7,1
2,2024-01-14 17:00:00,80.48,0.5262,111.59,1406.4,88.8,0
2,2024-01-14 18:00:00,85.22,0.5587,99.61,1417.5,92.41,0
2,2024-01-14 19:00:00,81.62,0.5536,110.91,1392.2,89.22,0
2,2024-01-14 20:00:00,80.26,0.6012,111.12,1400.6,90.15,0
2,2024-01-14 21:00:00,84.94,0.5545,107.87,1384.3,91.28,0
2,2024-01-14 22:00:00,84.34,0.5582,104.93,1399.7,90.73,0
2,2024-01-14 23:00:00,84.77,0.5591,102.75,1403.5,91.04,0
2,2024-01-15 00:00:00,82.15,0.5667,106.35,1410.3,90.3,0
2,2024-01-15 01:00:00,82.24,0.6406,110.92,1420.2,91.06,0
2,2024-01-15 02:00:00,83.73,0.5715,112.29,1404.8,90.77,0
2,2024-01-15 03:00:00,83.68,0.5481,104.47,1383.0,89.56,0
2,2024-01-15 04:00:00,81.31,0.5675,107.58,1394.5,88.27,0
2,2024-01-15 05:00:00,86.24,0.5635,113.22,1408.5,90.75,0
2,2024-01-15 06:00:00,86.88,0.5297,108.24,1374.3,90.62,0
2,2024-01-15 07:00:00,83.89,0.552,107.51,1367.9,91.2,1
2,2024-01-15 08:00:00,82.0,0.6201,103.77,1418.0,91.8,0
2,2024-01-15 09:00:00,79.82,0.622,107.64,1381.1,92.25,0
2,2024-01-15 10:00:00,83.54,0.5156,107.72,1409.5,91.08,0
2,2024-01-15 11:00:00,85.32,0.5802,107.39,1398.2,89.27,0
2,2024-01-15 12:00:00,83.61,0.5796,102.9,1431.9,90.01,0
2,2024-01-15 13:00:00,80.97,0.576,104.97,1370.8,90.34,0
2,2024-01-15 14:00:00,84.48,0.5509,111.43,1427.2,91.3,0
2,2024-01-15 15:00:00,82.83,0.5599,103.98,1381.4,90.56,0
2,2024-01-15 16:00:00,84.67,0.7149,109.48,1359.3,90.14,0
2,2024-01-15 17:00:00,83.54,0.5399,107.59,1434.2,91.05,0
2,2024-01-15 18:00:00,81.28,0.6148,100.12,1434.3,89.7,0
2,2024-01-15 19:00:00,82.88,0.5931,107.18,1429.2,91.24,0
2,2024-01-15 20:00:00,83.0,0.5823,118.7,1417.8,89.53,0
2,2024-01-15 21:00:00,83.56,0.5839,104.16,1404.0,89.12,0
2,2024-01-15 22:00:00,78.4,0.6521,112.39,1391.5,91.15,0
2,2024-01-15 23:00:00,81.68,0.5075,103.56,1380.6,90.36,1
2,2024-01-16 00:00:00,83.29,0.589,112.92,1398.9,89.99,0
2,2024-01-16 01:00:00,85.52,0.6786,116.87,1355.3,90.52,0
2,2024-01-16 02:00:00,83.46,0.5849,113.27,1402.8,91.25,0
2,2024-01-16 03:00:00,83.49,0.5849,107.92,1406.9,91.25,0
2,2024-01-16 04:00:00,83.4,0.5712,112.43,1373.3,89.95,0
2,2024-01-16 05:00:00,85.56,0.59,111.51,1388.6,88.92,0
2,2024-01-16 06:00:00,82.88,0.5708,106.45,1386.5,90.84,0
2,2024-01-16 07:00:00,83.93,0.6515,111.6,1374.6,91.59,0
2,2024-01-16 08:00:00,82.49,0.7312,104.72,1431.6,89.07,0
2,2024-01-16 09:00:00,81.59,0.5782,105.58,1392.0,90.22,0
2,2024-01-16 10:00:00,81.95,0.6592,112.98,1416.9,90.83,1
2,2024-01-16 11:00:00,83.79,0.5932,107.82,1378.4,89.79,0
2,2024-01-16 12:00:00,81.64,0.6606,116.35,1405.6,91.4,0
2,2024-01-16 13:00:00,83.15,0.6123,103.77,1404.3,88.75,0
2,2024-01-16 14:00:00,83.17,0.6527,101.9,1382.1,89.26,0
2,2024-01-16 15:00:00,83.85,0.5624,113.32,1398.3,89.35,0
2,2024-01-16 16:00:00,86.19,0.613,114.52,1424.1,91.03,0
2,2024-01-16 17:00:00,83.86,0.5102,107.44,1370.5,90.06,0
2,2024-01-16 18:00:00,81.8,0.6079,106.33,1369.1,90.39,0
2,2024-01-16 19:00:00,85.68,0.6502,97.46,1437.0,89.56,0
2,2024-01-16 20:00:00,79.98,0.6065,107.93,1395.5,89.64,0
2,2024-01-16 21:00:00,81.89,0.5983,112.07,1409.8,90.63,0
2,2024-01-16 22:00:00,80.55,0.5506,112.26,1373.6,88.37,0
2,2024-01-16 23:00:00,87.55,0.5967,100.03,1415.7,90.18,0
2,2024-01-17 00:00:00,84.54,0.6581,104.82,1411.2,89.48,0
2,2024-01-17 01:00:00,81.03,0.54,101.57,1375.0,90.55,0
2,2024-01-17 02:00:00,83.66,0.6828,104.55,1409.0,90.18,0
2,2024-01-17 03:00:00,83.58,0.6607,107.5,1398.4,90.42,0
2,2024-01-17 04:00:00,82.94,0.6977,97.49,1386.2,88.91,0
2,2024-01-17 05:00:00,84.74,0.5602,103.13,1400.4,88.82,0
2,2024-01-17 06:00:00,82.96,0.507,102.51,1371.1,90.93,0
2,2024-01-17 07:00:00,84.6,0.5784,106.32,1407.6,89.62,0
2,2024-01-17 08:00:00,84.55,0.6375,112.65,1383.0,89.23,0
2,2024-01-17 09:00:00,81.62,0.6123,108.39,1348.0,90.53,0
